Number,English sentence,Polish sentence,Number of words,Number of letters,Valence all,Arousal all,Dominance all,Origin all,Significance all,Source all,Valence Main Sample,Valence Main Sample,Valence Main Sample,Valence Main Sample Female,Valence Main Sample Female,Valence Main Sample Female,Valence Main Sample Male,Valence Main Sample Male,Valence Main Sample Male,Valence psych,Valence psych,Valence psych,Arousal Main Sample,Arousal Main Sample,Arousal Main Sample,Arousal Main Sample Female,Arousal Main Sample Female,Arousal Main Sample Female,Arousal Main Sample  Male,Arousal Main Sample  Male,Arousal Main Sample  Male,Arousal psych,Arousal psych,Arousal psych,Dominance Main Sample,Dominance Main Sample,Dominance Main Sample,Dominance Main Sample Female,Dominance Main Sample Female,Dominance Main Sample Female,Dominance Main Sample Male,Dominance Main Sample Male,Dominance Main Sample Male,Dominance psych,Dominance psych,Dominance psych,Origin Main Sample,Origin Main Sample,Origin Main Sample,Origin Main Sample Female,Origin Main Sample Female,Origin Main Sample Female,Origin Main Sample Male,Origin Main Sample Male,Origin Main Sample Male,Origin psych,Origin psych,Origin psych,Significance Main Sample,Significance Main Sample,Significance Main Sample,Significance Main Sample Female,Significance Main Sample Female,Significance Main Sample Female,Significance Main Sample Male,Significance Main Sample Male,Significance Main Sample Male,Significance psych,Significance psych,Significance psych,Source Main Sample,Source Main Sample,Source Main Sample,Source Main Sample Female,Source Main Sample Female,Source Main Sample Female,Source Main Sample Male,Source Main Sample Male,Source Main Sample Male,Source psych,Source psych,Source psych,,,,,,,,,,
199,He despised such behavior and considered it unworthy of a member of the council and a deputy minister.,Gardził takim postępowaniem i uważał je za niegodne członka rady i wiceministra.,12,80,4.02,4.83,5.31,6.12,5.29,4.42,52,4.02,1.78,26,3.96,1.84,26,4.08,1.71,,,,53,4.83,2.36,26,5.04,2.36,27,4.63,2.36,,,,51,5.31,2.37,26,5.69,2.45,25,4.92,2.28,,,,52,6.12,2.13,26,6.62,2.29,26,5.62,1.97,,,,51,5.29,2.21,25,5.32,2.28,26,5.27,2.14,,,,52,4.42,2.5,26,4.5,2.44,26,4.35,2.55,,,,293790.5,6140.5,8.46,0.27,0.18,0.27,0.00,0.18,0.09,0.00
200,When he heard about his sister’s illness he decided to donate his kidney to her.,Gdy dowiedział się o chorobie swojej siostry postanowił oddać jej swoją nerkę.,12,78,6.1,5.77,6.81,2.87,7.31,4.27,52,6.1,2.1,26,5.65,2.1,26,6.54,2.1,,,,52,5.77,2.49,26,6.08,2.33,26,5.46,2.64,,,,52,6.81,2.62,26,7.23,2.6,26,6.38,2.65,,,,53,2.87,2.33,26,2.96,2.36,27,2.78,2.3,,,,51,7.31,2.56,26,7.65,2.68,25,6.96,2.43,,,,52,4.27,3,26,4.04,3.24,26,4.5,2.75,,,,286429.1667,13749.5,9.77,0.27,0.18,0.27,0.00,0.09,0.09,0.09
201,"When they were surrounded, they kneeled and sang songs and allowed themselves to be abducted without resistance.","Gdy ich otaczano, klękali i śpiewając pieśni pozwalali się porywać bez oporu.",12,77,4.42,4.75,4.23,3.12,4.1,4.77,53,4.42,2.17,26,4.81,2.19,27,4.04,2.16,,,,51,4.75,2.6,26,4.92,2.86,25,4.56,2.32,,,,52,4.23,2.81,26,3.81,2.7,26,4.65,2.92,,,,51,3.12,2.42,25,3.2,2.83,26,3.04,2.03,,,,52,4.1,1.82,26,3.77,1.69,26,4.42,1.96,,,,52,4.77,2.38,26,4.85,2.39,26,4.69,2.36,,,,371526.5455,1700,8.6,0.20,0.00,0.40,0.00,0.20,0.10,0.10
202,"If you were here now, I would start kissing you, and undressing you; I would kiss your wet lips, then your neck….","Gdybyś teraz tu był zaczęła bym cię całować i rozbierać, całowałabym twoje wilgotne usta, później szyję …",17,105,7.62,6.77,6.48,3.23,5.98,4.13,52,7.62,1.42,26,7.42,1.43,26,7.81,1.42,,,,52,6.77,2.99,26,7.27,2.84,26,6.27,3.14,,,,52,6.48,2.54,26,6.77,2.57,26,6.19,2.52,,,,52,3.23,2.38,26,2.73,2.17,26,3.73,2.58,,,,52,5.98,2.47,26,6.12,2.25,26,5.85,2.68,,,,56,4.13,2.78,26,3.92,2.83,30,4.3,2.73,,,,171736.8125,21604,9.32,0.13,0.13,0.33,0.07,0.13,0.00,0.20
203,"Perish, in the name of Satan and all Hell, I curse you!","Gińcie, w imię szatana i całego piekła, przeklinam was!",9,55,3.3,5.88,5.98,3.21,4.5,4.3,53,3.3,2.67,27,3.37,2.81,26,3.23,2.51,,,,52,5.88,3.23,26,6.27,3.15,26,5.5,3.32,,,,51,5.98,3.19,26,6.04,3.19,25,5.92,3.19,,,,52,3.21,2.46,26,3.08,2.25,26,3.35,2.67,,,,52,4.5,3.01,26,4.42,2.9,26,4.58,3.12,,,,50,4.3,2.91,24,4.21,3.01,26,4.38,2.83,,,,410620.875,5144.5,9.19,0.38,0.13,0.25,0.00,0.13,0.13,0.00
204,The deep hole was where the executioners got rid of the bodies of their victims.,Głęboki dół był miejscem gdzie oprawcy pozbywali się ciał swoich ofiar.,11,71,2.57,5.5,3.75,6.56,5.58,5.54,51,2.57,2.16,26,1.96,1.8,25,3.2,2.53,,,,52,5.5,2.6,26,6.08,2.55,26,4.92,2.65,,,,52,3.75,2.67,26,4.04,2.94,26,3.46,2.4,,,,50,6.56,2.56,24,7.38,2.49,26,5.81,2.64,,,,53,5.58,2.71,27,5.44,2.64,26,5.73,2.78,,,,52,5.54,2.47,26,5.54,2.37,26,5.54,2.57,,,,244755.1818,3395,8.7,0.45,0.18,0.18,0.00,0.00,0.00,0.18
205,I am deeply convinced that there is a hero hiding in every person.,"Głęboko wierzę, że w każdym człowieku kryje się bohater.",9,56,6.62,4.69,6.71,4.33,5.54,4.4,52,6.62,1.42,26,6.62,1.45,26,6.62,1.38,,,,52,4.69,2.7,26,5.38,2.82,26,4,2.58,,,,52,6.71,2.22,26,7.38,2.13,26,6.04,2.32,,,,52,4.33,2.35,26,4.35,2.57,26,4.31,2.12,,,,52,5.54,2.1,26,5,2.05,26,6.08,2.14,,,,52,4.4,2.73,26,3.81,2.67,26,5,2.78,,,,600161.4444,19206,10.63,0.22,0.11,0.22,0.11,0.11,0.11,0.11
206,"Hunger afflicted him more and more, but his fridge was empty.","Głód doskwierał mu coraz bardziej, a jego lodówka była pusta.",10,61,2.94,6.16,3.12,5.44,6.25,3.6,52,2.94,1.46,26,2.77,1.49,26,3.12,1.44,,,,51,6.16,2.42,25,6.68,2.48,26,5.65,2.37,,,,52,3.12,1.68,26,3.23,1.82,26,3,1.53,,,,52,5.44,2.43,26,5.46,2.42,26,5.42,2.43,,,,52,6.25,2.73,26,6.23,2.61,26,6.27,2.85,,,,52,3.6,2.78,26,3.85,2.82,26,3.35,2.74,,,,114214.1,25451.5,9.01,0.25,0.13,0.25,0.13,0.13,0.00,0.13
207,Hunger is real when someone looks at other people as something to eat.,"Głód jest wtedy prawdziwy, gdy człowiek patrzy na drugiego człowieka jako na obiekt do zjedzenia.",15,97,3.49,6.19,3.75,5.36,5.1,2.51,51,3.49,2.52,26,3.23,2.45,25,3.76,2.59,,,,52,6.19,2.65,26,6.62,2.88,26,5.77,2.43,,,,52,3.75,2.82,26,3.15,2.82,26,4.35,2.82,,,,50,5.36,2.87,24,4.79,3.05,26,5.88,2.71,,,,52,5.1,2.79,26,5.08,2.78,26,5.12,2.8,,,,53,2.51,2.41,27,1.89,2.18,26,3.15,2.65,,,,375760.4667,30735,10.41,0.33,0.13,0.13,0.00,0.13,0.20,0.07
208,"The hour-long massage returned the old energy, flexibility, and vitality to her body. ","Godzinny masaż przywrócił jej ciału dawną energię, elastyczność i witalność.",10,76,7.45,4.02,6.16,4.02,4.35,5.54,51,7.45,1.72,26,7.92,1.52,25,6.96,1.94,,,,52,4.02,2.66,26,4,2.73,26,4.04,2.6,,,,51,6.16,2.08,25,6.4,2.19,26,5.92,1.98,,,,52,4.02,2.37,26,3.81,2.32,26,4.23,2.42,,,,52,4.35,2.71,26,4.54,2.46,26,4.15,2.95,,,,52,5.54,2.57,26,5.73,2.62,26,5.35,2.53,,,,165818.1,229.5,6.97,0.56,0.22,0.11,0.00,0.11,0.00,0.00
209,The housewife was milking the cow and howling to high heaven.,Gospodyni doiła krowę i ryczała wniebogłosy.,6,44,5.65,4.42,4.04,4.08,3,4.92,52,5.65,2.17,26,5.46,2,26,5.85,2.34,,,,52,4.42,2.57,26,4.5,2.71,26,4.35,2.43,,,,52,4.04,2.18,26,3.58,1.91,26,4.5,2.45,,,,52,4.08,2.19,26,3.54,2.23,26,4.62,2.16,,,,53,3,2.33,26,2.81,2.28,27,3.19,2.38,,,,51,4.92,2.15,26,4.38,2.2,25,5.48,2.1,,,,292394.2,467,6.41,0.40,0.00,0.20,0.00,0.20,0.00,0.20
210,Any guest who wanted to visit him would have to climb up steep stairs.,"Gościa, który zechciałby go odwiedzić, czekała wspinaczka po stromych schodach.",10,79,4.85,3.54,4.5,5.1,3.15,4.85,52,4.85,1.46,26,4.69,1.27,26,5,1.64,,,,52,3.54,2.29,26,3.62,2.22,26,3.46,2.35,,,,52,4.5,2.1,26,4,2.14,26,5,2.06,,,,51,5.1,2.39,26,5.23,2.43,25,4.96,2.36,,,,52,3.15,2.35,26,2.58,2.11,26,3.73,2.59,,,,52,4.85,2.54,26,4.96,2.41,26,4.73,2.68,,,,82278.1,2444,8.24,0.33,0.22,0.33,0.00,0.00,0.11,0.00
211,"The fall, which looked dangerous, ended only in a small scratch on the knee.",Groźnie wyglądający upadek skończył sie jedynie drobnym obtarciem na kolanie.,10,77,5.98,3.77,5.35,4.8,3.92,5.17,52,5.98,2.13,26,5.88,2.31,26,6.08,1.95,,,,52,3.77,1.99,26,3.96,1.77,26,3.58,2.21,,,,52,5.35,2.58,26,5.19,2.45,26,5.5,2.7,,,,50,4.8,2.34,25,4.72,2.27,25,4.88,2.4,,,,53,3.92,2.77,27,4.04,2.7,26,3.81,2.84,,,,52,5.17,1.77,26,5.23,1.61,26,5.12,1.94,,,,178366.5556,1062,8.04,0.25,0.13,0.25,0.25,0.00,0.13,0.00
212,The main thing is that up until the last minute no one expected such an ending.,"Grunt, że do ostatniej chwili nikt nie spodziewał się takiego zakończenia.",11,74,6.44,5.48,5.19,4.33,4.6,4.84,52,6.44,1.66,25,6.64,1.68,27,6.26,1.65,,,,52,5.48,2.69,26,5.35,2.7,26,5.62,2.68,,,,52,5.19,2.17,26,5.08,2.42,26,5.31,1.92,,,,52,4.33,1.74,26,4.04,1.67,26,4.62,1.81,,,,52,4.6,2.44,26,5.04,2.56,26,4.15,2.32,,,,51,4.84,1.9,26,4.85,1.87,25,4.84,1.93,,,,779895.6364,43734,10.74,0.36,0.18,0.09,0.00,0.09,0.09,0.18
213,We cannot hide our real emotions with a grimace of disgust that contorts our faces.,"Grymas odrazy, który wykrzywia twarz, nie pozwala nam ukryć naszych prawdziwych emocji.",12,87,3.56,4.54,3.23,3.92,4.62,3.31,52,3.56,1.27,26,2.96,1.17,26,4.15,1.38,,,,52,4.54,1.63,26,4.54,1.54,26,4.54,1.72,,,,52,3.23,1.96,26,2.54,1.82,26,3.92,2.09,,,,52,3.92,2.58,26,3.54,2.42,26,4.31,2.75,,,,52,4.62,2.49,26,4.65,2.35,26,4.58,2.63,,,,52,3.31,2.13,26,3.5,2.24,26,3.12,2.01,,,,338787,3876.5,8.31,0.36,0.27,0.27,0.00,0.00,0.00,0.09
214,Failing to allow love to flourish is a sin.,"Grzech jest niedopuszczenie do tego, aby rozkwitła miłość.",8,58,4.5,4.65,5.15,3.81,5.15,3.25,52,4.5,2.19,26,4.38,2.05,26,4.62,2.34,,,,52,4.65,2.45,26,5,2.31,26,4.31,2.59,,,,52,5.15,2.03,26,5,2.05,26,5.31,2.02,,,,52,3.81,2.59,26,3.38,2.59,26,4.23,2.6,,,,52,5.15,2.2,26,5.58,2.12,26,4.73,2.28,,,,52,3.25,2.84,26,3.12,3.06,26,3.38,2.61,,,,347628.25,41788.5,9.48,0.38,0.00,0.38,0.00,0.13,0.13,0.00
215,The original sin consisted of Eve eating the apple and sharing it with Adam so that she would not feel lonely in her discovery.,"Grzech pierworodny polegał na tym, że Ewa zjadła jabłko i podzieliła się nim z Adamem, aby ze swoim odkryciem nie czuć się samotną.",23,131,4.62,3.83,4.94,3.98,4.22,4.27,52,4.62,2.18,26,4.77,2.1,26,4.46,2.26,,,,52,3.83,2.44,26,4.08,2.39,26,3.58,2.5,,,,51,4.94,2.14,25,4.52,2.09,26,5.35,2.18,,,,54,3.98,2.45,27,3.81,2.74,27,4.15,2.15,,,,51,4.22,2.06,26,4.73,2.37,25,3.68,1.74,,,,52,4.27,2.58,26,4.12,2.78,26,4.42,2.38,,,,642134.3043,23239,9.81,0.27,0.14,0.18,0.00,0.14,0.14,0.14
216,"And so, day after day, week after week, month after month, year after year, joyless, hopeless, lifeless.","I tak dzień po dniu, tygodniami, miesiącami, latami, bez radości, bez nadziei, bez życia.",14,89,2.33,3.54,2.62,4.2,4.08,3.71,52,2.33,1.68,25,2.12,1.46,27,2.52,1.88,,,,52,3.54,2.69,26,2.5,2.37,26,4.58,3.01,,,,52,2.62,2.35,26,1.85,2.08,26,3.38,2.61,,,,51,4.2,2.41,25,3.8,2.35,26,4.58,2.47,,,,53,4.08,2.7,27,4.59,2.62,26,3.54,2.78,,,,51,3.71,2.63,26,3.65,2.79,25,3.76,2.46,,,,230681.5714,54243,9.97,0.57,0.00,0.00,0.00,0.07,0.29,0.07
217,"Following the forest path, they found the carcass of a deer that had died when she got caught in a snare.","Idąc leśną ścieżką natrafili na truchło sarny, która zginęła w męczarniach po tym jak wpadła we wnyki.",17,102,2.24,6.07,3.48,4.27,4.69,5.96,51,2.24,1.57,25,1.84,1.76,26,2.62,1.38,,,,57,6.07,2.3,27,6.48,2.34,30,5.7,2.26,,,,52,3.48,2.05,26,3.38,2.2,26,3.58,1.89,,,,52,4.27,2.11,26,4.23,2.33,26,4.31,1.89,,,,52,4.69,2.22,26,5.04,2.26,26,4.35,2.18,,,,52,5.96,2.63,26,6.04,2.48,26,5.88,2.79,,,,287375.7647,1386,8.23,0.35,0.12,0.24,0.00,0.06,0.24,0.00
218,The news about the passed exam restored Olga’s peace of mind.,Informacja o zdanym egzaminie przywróciła Oldze spokój ducha.,8,61,7.25,3.69,6.23,4.94,5.47,3.84,52,7.25,1.41,26,7.5,1.1,26,7,1.73,,,,52,3.69,2.47,26,4,2.41,26,3.38,2.53,,,,52,6.23,2.09,26,7.27,1.78,26,5.19,2.4,,,,52,4.94,2.35,26,5.23,2.19,26,4.65,2.51,,,,53,5.47,2.39,26,6.27,2.32,27,4.7,2.45,,,,51,3.84,2.43,26,3.77,2.4,25,3.92,2.45,,,,104704.5,812.5,6.73,0.63,0.00,0.25,0.00,0.00,0.13,0.00
219,"There are four seasons: spring, summer, autumn, and winter.","Istnieją cztery pory roku: wiosna, lato, jesień, zima.",8,54,6.38,2.25,4.44,6.52,4.23,6.31,52,6.38,2.05,26,6.88,2.12,26,5.88,1.98,,,,52,2.25,1.87,26,2.35,1.8,26,2.15,1.95,,,,52,4.44,2.49,26,4.96,2.22,26,3.92,2.75,,,,56,6.52,2.79,26,6.54,2.75,30,6.5,2.83,,,,52,4.23,3.31,26,3.5,3.36,26,4.96,3.25,,,,51,6.31,2.74,26,6.65,2.94,25,5.96,2.53,,,,4093.571429,2236,7.61,0.83,0.00,0.17,0.00,0.00,0.00,0.00
220,There are people who can learn more from themselves than from others.,"Istnieją ludzie, którzy są w stanie nauczyć się więcej od samych siebie niż od innych.",15,86,6.15,4.19,6.83,5.88,5.15,4.4,52,6.15,1.8,26,6.15,1.85,26,6.15,1.74,,,,52,4.19,2.68,26,4.04,2.9,26,4.35,2.47,,,,52,6.83,1.57,26,7.08,1.65,26,6.58,1.48,,,,52,5.88,2.44,26,5.62,2.56,26,6.15,2.32,,,,52,5.15,2.54,26,5.77,2.46,26,4.54,2.62,,,,52,4.4,2.8,26,4.04,2.64,26,4.77,2.96,,,,344177.7333,70036,11.13,0.08,0.23,0.31,0.00,0.08,0.23,0.08
221,I cannot live in a world so full of indifference and desensitization.,Ja nie mogę żyć w takim świecie pełnym obojętności i znieczulenia.,11,66,3.25,4.79,4.4,4.21,4.96,5.08,52,3.25,1.96,26,2.58,1.8,26,3.92,2.13,,,,52,4.79,2.64,26,5.35,2.61,26,4.23,2.66,,,,52,4.4,2.74,26,4.69,3.11,26,4.12,2.37,,,,52,4.21,2.82,26,3.46,2.82,26,4.96,2.82,,,,52,4.96,2.24,26,5.5,2.33,26,4.42,2.15,,,,52,5.08,2.53,26,5.15,2.53,26,5,2.53,,,,705847,26689,10.49,0.30,0.20,0.20,0.00,0.10,0.10,0.10
222,I am not looking for trouble; trouble usually finds me.,"Ja nie szukam kłopotów, to kłopoty zwykle znajduję mnie.",9,56,3.78,4.5,3.33,4.67,4.31,5.21,51,3.78,2.01,26,3.42,1.81,25,4.16,2.2,,,,52,4.5,2.45,26,4.15,2.33,26,4.85,2.57,,,,51,3.33,2.5,25,3.32,2.33,26,3.35,2.66,,,,52,4.67,2.32,26,4,2.19,26,5.35,2.45,,,,52,4.31,2.6,26,4.46,2.76,26,4.15,2.44,,,,52,5.21,2.54,26,5.27,2.55,26,5.15,2.53,,,,865716,12266,11.01,0.43,0.00,0.29,0.14,0.00,0.00,0.14
223,"As I understand it, Eddie doesn’t brush his teeth, but if he uses my toothbrush, it’s not to shine shoes!","Ja rozumiem, że Edek nie myje zębów, ale jeśli już używa mojej szczoteczki, to nie do czyszczenia butów!",18,104,3.38,6.42,5.48,5.56,5,5.42,50,3.38,2.5,24,2.96,2.67,26,3.77,2.35,,,,53,6.42,2.49,27,6.52,2.77,26,6.31,2.2,,,,52,5.48,2.6,26,5.77,2.68,26,5.19,2.52,,,,52,5.56,3.06,26,5.92,3.11,26,5.19,3,,,,52,5,2.57,26,4.15,2.45,26,5.85,2.69,,,,52,5.42,2.03,26,5.5,2.16,26,5.35,1.9,,,,861054.4706,274472,10.75,0.31,0.06,0.19,0.00,0.19,0.06,0.19
224,"When you die, they will remove your gold teeth, previously recorded in the camp’s log.","Jak umrzesz – wyrwą ci złote zęby, już poprzednio zapisane w księgi obozu.",13,74,2.96,5.6,3.19,6.65,4.25,5.44,52,2.96,2.12,26,2.46,1.88,26,3.46,2.35,,,,52,5.6,2.43,26,6.04,2.42,26,5.15,2.44,,,,52,3.19,2.7,26,2.77,2.9,26,3.62,2.5,,,,52,6.65,2.62,26,7.08,2.29,26,6.23,2.95,,,,52,4.25,2.58,26,4.92,2.75,26,3.58,2.41,,,,52,5.44,3.03,26,6.04,2.74,26,4.85,3.32,,,,272652.0833,2701.5,9.13,0.27,0.18,0.18,0.09,0.09,0.09,0.09
225,Any kind of interest from another person is better than none.,Jakiekolwiek zainteresowanie ze strony drugiego człowieka jest lepsze niż żadne.,10,80,5.52,4.33,4.15,4.4,5.06,4.8,52,5.52,1.87,26,5.38,1.76,26,5.65,1.99,,,,52,4.33,1.99,26,4.65,2.09,26,4,1.9,,,,52,4.15,2.34,26,3.81,2.16,26,4.5,2.52,,,,52,4.4,2.28,26,4.04,2.63,26,4.77,1.94,,,,52,5.06,2.63,26,5.12,2.94,26,5,2.32,,,,51,4.8,2.41,26,4.88,2.12,25,4.72,2.71,,,,161082.8,12411.5,9.74,0.20,0.40,0.20,0.00,0.10,0.10,0.00
226,What a complicated and unpredictable mechanism the human body is!,Jakże skomplikowanym i nieobliczalnym mechanizmem jest organizm ludzki!,8,71,5.72,5.83,4.96,5.81,5.15,4.24,53,5.72,1.94,27,5.48,1.91,26,5.96,1.98,,,,52,5.83,2.59,26,5.88,3.07,26,5.77,2.11,,,,51,4.96,2.24,26,4.92,2.1,25,5,2.39,,,,52,5.81,2.89,26,6.15,2.91,26,5.46,2.87,,,,52,5.15,2.44,26,5.19,2.63,26,5.12,2.25,,,,50,4.24,2.22,24,4.46,2.37,26,4.04,2.08,,,,391353.7143,958,7.61,0.29,0.29,0.14,0.00,0.14,0.00,0.14
227,John was aggressive to the point that he beat his own daughter to death.,"Jan był agresywny do tego stopnia, że pobił śmiertelnie własną córkę.",11,69,2.06,6.96,3.75,3.44,7.71,5.02,53,2.06,1.76,27,1.59,1.68,26,2.54,1.84,,,,52,6.96,2.74,26,7.62,2.5,26,6.31,2.99,,,,51,3.75,2.82,26,3.31,2.51,25,4.2,3.16,,,,52,3.44,2.79,26,3.62,2.86,26,3.27,2.72,,,,52,7.71,1.82,26,8.04,1.8,26,7.38,1.85,,,,50,5.02,2.92,24,5.29,2.9,26,4.77,2.94,,,,264549.3636,5896,9.58,0.36,0.18,0.18,0.09,0.09,0.09,0.00
228,John was lonely because his friends kept mocking him.,"Jan był samotny, ponieważ jego koledzy ciągle go wyśmiewali.",9,60,2.6,4.83,3.29,3.94,5.53,4.39,52,2.6,1.58,26,2.65,1.46,26,2.54,1.71,,,,52,4.83,2.75,26,5,2.8,26,4.65,2.7,,,,52,3.29,3.01,26,3,2.97,26,3.58,3.05,,,,52,3.94,2.02,26,4.08,1.99,26,3.81,2.04,,,,53,5.53,2.13,26,6.19,1.8,27,4.89,2.46,,,,51,4.39,2.66,26,4.04,2.75,25,4.76,2.56,,,,87309.44444,27453,9.35,0.29,0.14,0.29,0.14,0.14,0.00,0.00
229,John had such a high fever that he got a rash and began to vomit.,"Jan miał tak wysoką gorączkę, że dostał wysypki i zaczął wymiotować.",11,68,2.82,5.13,2.19,5.56,5.6,3.54,50,2.82,1.29,24,2.75,1.46,26,2.88,1.13,,,,53,5.13,2.21,27,4.85,2.26,26,5.42,2.15,,,,52,2.19,1.44,26,2.19,1.57,26,2.19,1.31,,,,52,5.56,2.3,26,5.88,2.12,26,5.23,2.48,,,,52,5.6,2.32,26,5,2.39,26,6.19,2.25,,,,52,3.54,2.43,26,3.46,2.62,26,3.62,2.25,,,,349594.2727,7661,9.35,0.27,0.09,0.36,0.00,0.18,0.00,0.09
230,"John decided to not wash his clothes, which caused their unpleasant smell.","Jan postanowił nie prać swoich rzeczy, co spowodowało, ich brzydki zapach.",11,74,2.34,4.6,4.23,4.08,4.29,3.92,56,2.34,2.23,26,1.62,1.95,30,2.97,2.47,,,,52,4.6,2.86,26,4.77,2.91,26,4.42,2.82,,,,52,4.23,2.6,26,4.27,2.76,26,4.19,2.44,,,,52,4.08,2.4,26,3.96,2.46,26,4.19,2.35,,,,52,4.29,2.41,26,4.08,2.47,26,4.5,2.36,,,,52,3.92,2.47,26,3.73,2.54,26,4.12,2.4,,,,488406.6364,4434,9.48,0.40,0.20,0.30,0.00,0.00,0.00,0.10
231,"John ran 42km after training for only a year, which gave him a sense of pride.","Jan przebiegł 42km zaledwie po rocznym treningu, co wprawiało go w poczucie dumy.",13,81,7.48,5.9,7.12,5.15,5.93,3.87,52,7.48,1.97,26,7.92,2.02,26,7.04,1.92,,,,52,5.9,2.6,26,6.69,2.62,26,5.12,2.59,,,,52,7.12,1.95,26,7.73,1.79,26,6.5,2.12,,,,52,5.15,2.72,26,5.04,2.68,26,5.27,2.76,,,,56,5.93,2.38,26,5.73,2.37,30,6.1,2.39,,,,52,3.87,2.47,26,3.81,2.34,26,3.92,2.59,,,,316323.4167,1799.5,8.5,0.36,0.09,0.27,0.00,0.00,0.18,0.09
232,"John looked at Maggie, who was standing to the side, embarrassed, holding Chris, who was asleep.","Jan spojrzała na Magdę, która zawstydzona stała z boku, trzymając śpiącego Krzysia.",12,83,5.13,3,4.67,3.6,4.29,4.72,53,5.13,1.64,27,5.07,1.74,26,5.19,1.55,,,,52,3,2.09,26,2.96,2.36,26,3.04,1.81,,,,52,4.67,1.87,26,3.85,1.8,26,5.5,1.95,,,,52,3.6,1.89,26,3.46,2.16,26,3.73,1.62,,,,51,4.29,2.69,26,3.92,2.67,25,4.68,2.72,,,,53,4.72,1.8,26,4.27,1.65,27,5.15,1.94,,,,243810.25,1082.5,7.63,0.33,0.25,0.25,0.00,0.00,0.17,0.00
233,"Stuttering and blushing, I sat down on my seat, defeated.",Jąkając się i rumieniąc usiadłam pokonana w ławce.,8,50,3.48,5.08,3.19,3.06,4.77,4.35,52,3.48,2.05,25,3.24,2.16,27,3.7,1.95,,,,52,5.08,2.66,26,4.85,2.85,26,5.31,2.48,,,,52,3.19,2.33,26,2.42,2.2,26,3.96,2.47,,,,52,3.06,1.38,26,3.08,1.23,26,3.04,1.54,,,,52,4.77,2.44,26,4.92,2.46,26,4.62,2.42,,,,51,4.35,2.52,26,3.92,2.63,25,4.8,2.4,,,,688372.25,403.5,7.83,0.13,0.13,0.38,0.00,0.13,0.13,0.13
234,"One end of the courtyard turned into a toilet, where men and women shamelessly crouch, and swarms of flies buzz all day.","Jeden kąt dziedzińca zamienił się w ubikację, gdzie mężczyźni i kobiety przykucają bez żenady, a chmary much bzyczą przez cały dzień.",21,133,2.57,5.88,2.79,4.96,4.28,5.08,53,2.57,2.16,27,2,1.92,26,3.15,2.41,,,,52,5.88,2.66,26,6.08,2.91,26,5.69,2.41,,,,52,2.79,1.95,26,2.5,1.86,26,3.08,2.04,,,,52,4.96,2.61,26,4.88,2.75,26,5.04,2.46,,,,53,4.28,2.68,26,4.46,2.67,27,4.11,2.68,,,,51,5.08,2.58,26,5.27,2.72,25,4.88,2.43,,,,344377.35,35643,8.92,0.45,0.10,0.10,0.00,0.10,0.15,0.10
235,One of the most convincing pieces of evidence for the passage of time is that love between two people dwindles.,"Jeden z najbardziej przekonywających dowodów na płynięcie czasu jest to, że miłość między dwoma ludźmi gaśnie.",16,110,3.06,3.42,3.98,4.39,4.88,4.27,52,3.06,1.79,26,2.65,1.53,26,3.46,2.04,,,,52,3.42,2.49,26,3.31,2.55,26,3.54,2.44,,,,52,3.98,2.26,26,3.5,2.47,26,4.46,2.05,,,,51,4.39,2.37,26,4.38,2.53,25,4.4,2.21,,,,52,4.88,2.38,26,5.15,2.27,26,4.62,2.49,,,,52,4.27,2.61,26,4.04,2.59,26,4.5,2.64,,,,567087.1333,20836,10.36,0.43,0.07,0.14,0.07,0.07,0.21,0.00
236,One eye turned upside down; the other eye socket is a bloody cavity.,"Jedno oko przewrócone do góry, oczodół drugiego jest krwawą jamą.",10,65,2.75,5.25,4.04,5.88,4.83,5.42,51,2.75,1.6,26,2.77,1.69,25,2.72,1.51,,,,52,5.25,2.16,26,5.65,2.05,26,4.85,2.27,,,,51,4.04,2.41,25,3.8,2.35,26,4.27,2.47,,,,52,5.88,2.48,26,6.12,2.43,26,5.65,2.54,,,,52,4.83,2.43,26,4.38,2.4,26,5.27,2.47,,,,52,5.42,2.5,26,5.5,2.64,26,5.35,2.37,,,,237892.5,6176.5,7.95,0.40,0.30,0.20,0.00,0.00,0.10,0.00
237,"His stomach and groin are marked with deep traces, scabs, bruises, and cuts.","Jego brzuch i obie pachwiny poznaczone są głębokimi śladami, strupami, sińcami i skaleczeniami.",13,95,2.35,5.31,3.04,4.71,5.1,4.83,52,2.35,1.92,26,1.69,2.01,26,3,1.84,,,,52,5.31,2.69,26,5.58,2.64,26,5.04,2.74,,,,56,3.04,2.09,26,3.08,2.13,30,3,2.06,,,,52,4.71,2.29,26,4.73,2.44,26,4.69,2.15,,,,52,5.1,2.54,26,5.23,2.57,26,4.96,2.52,,,,52,4.83,2.07,26,4.54,2.12,26,5.12,2.02,,,,275806.5,1147.5,7.14,0.60,0.10,0.10,0.00,0.20,0.00,0.00
