Words,Length,AROU M,AROU SD,VAL M,VAL SD
frightened,10,6.226,2.105,2.281,0.91
frightening,11,6.033,2.415,2.419,1.409
frigid,6,3.625,2.19,2.75,1.199
frock,5,5.032,2.335,5.394,0.952
frog,4,4.129,1.913,5.719,1.305
froth,5,5.032,1.84,4.941,1.371
frown,5,3.971,1.886,2.971,0.923
frozen,6,4.457,1.976,3.914,1.204
frugal,6,3.731,1.788,4.357,1.368
frustrate,9,5.686,2.594,2.441,0.976
frustrated,10,4.559,2.199,2.576,0.889
frustration,11,5.114,2.302,2.4,1.047
fuck,4,7.188,1.648,3.219,2.246
fuck (exclamation),4,7.088,2.106,3.735,2.33
fuck (sex),4,8.059,1.211,6.971,2.107
fucker,6,6.281,2.49,3.03,2.289
fucks,5,7,2.16,4.469,2.25
fuel,4,4.057,2.013,5.514,1.317
full,4,4.485,1.909,6.206,1.41
fun,3,7.091,1.747,8.441,1.117
function,8,3.667,1.77,5.765,0.972
fund,4,4.912,2.035,6.257,1.13
funeral,7,3.794,2.53,2.206,1.231
fungal,6,2.971,2.135,2.943,1.241
fungus,6,2.697,1.749,3.382,1.372
funky,5,6.441,2.291,6.6,1.247
funny,5,7.371,1.333,8.057,0.984
fur,3,4.121,2.459,5.344,1.688
furious,7,6.429,1.975,1.794,0.867
furniture,9,3.314,2.067,5.5,0.978
furry,5,5.118,2.153,5.807,1.821
fury,4,5.794,2.643,2.429,1.591
fuse,4,4.556,2.153,5,1.042
fusion,6,5.818,2.443,5.813,0.982
fuss,4,4.265,1.945,3.265,1.196
futile,6,4.324,2.31,2.765,1.516
future,6,6.594,2.09,6.606,1.858
gadget,6,5.758,2.362,6.455,1.104
gag,3,5.273,2.273,2.912,1.292
gag (choker),3,4.257,1.976,3.143,1.355
gag (joke),3,5.333,2.211,6.441,1.802
gaiety,6,5.115,2.577,7.115,1.502
gain,4,4.788,2.027,6.531,1.785
gala,4,4.057,2.137,5.735,1.196
galaxy,6,6.281,2.267,6.774,1.337
gale,4,4.667,2.022,4.147,1.438
gallant,7,5.414,1.712,6.633,1.683
galleon,7,3.667,1.925,5.44,1.299
gallery,7,3.844,2.002,6.091,1.164
galley,6,3.577,2.151,5.074,0.94
game,4,5.636,1.982,5.559,1.612
game (animal),4,4.364,2.447,5.235,1.496
game (sport),4,4.563,2.41,6,1.111
garbage,7,2.853,1.665,2.941,1.136
garden,6,5.727,2.049,6.818,1.266
gardener,8,3.514,1.73,5.571,0.871
gardens,7,4.788,2.027,6.4,1.335
garlic,6,4.563,2.03,5.625,1.166
garment,7,4.032,1.787,5.75,1
garter,6,5.172,2.561,5.281,1.663
gash,4,5.212,2.1,3.118,1.367
gasp,4,6.171,1.844,4.029,1.055
gastric,7,3.258,1.967,4.156,1.093
gate,4,3.457,1.842,5.029,0.506
gather,6,3.912,2.161,5.818,1.029
gaunt,5,4.03,1.867,3.433,1.334
gay,3,4.429,2.102,5.771,1.605
gay (homosexual),3,4.771,2.281,5.343,1.835
gay (joyous),3,6.364,1.573,8.156,0.939
gaze,4,4.882,2.026,6.118,1.132
gazelle,7,5.531,1.904,5.853,1.088
gear,4,4.177,1.774,5.219,0.599
gem,3,5.629,2.269,7.118,1.255
gender,6,4.667,2.084,5.118,1.345
general,7,3.286,1.631,5.057,0.41
general (common),7,3.265,1.668,5.061,0.489
general (military),7,4.943,2.354,4.765,1.75
generation,10,4.813,1.991,5.515,1.306
generous,8,6.143,2.016,7.571,1.695
genes,5,4.125,2.073,6.156,1.46
genius,6,7.406,1.343,8.03,1.141
genocide,8,6.219,3.008,1.125,0.415
gentle,6,5.147,2.198,7.212,0.977
gentleman,9,5.375,2.043,6.875,1.576
geologist,9,2.758,1.67,5.515,0.744
geology,7,3,2.086,5.059,1.259
gerbil,6,3.781,1.996,5.406,1.343
germinate,9,3.576,1.892,5.656,1.707
germs,5,4.273,2.597,2.5,1.194
gesture,7,5.094,2.156,5.879,1.343
ghastly,7,4.412,2.451,2.294,0.956
ghetto,6,4.829,2.501,2.853,1.375
ghost,5,5.364,2.307,3.853,1.004
ghoul,5,4.727,2.339,3.588,1.437
giant,5,5.531,1.732,5.2,1.283
gift,4,6.129,1.737,7.594,1.195
giggle,6,6.943,1.772,7.343,1.218
gin,3,5.714,2.185,5.457,1.421
gingerbread,11,5.061,2.558,7.03,1.267
giraffe,7,4.829,2.274,5.758,0.922
girdle,6,3.742,2.341,4.438,1.171
girl,4,5.394,1.906,6.5,1.44
girls,5,5.971,1.823,6.324,1.344
girly,5,4.941,2.071,5.8,1.67
gist,4,3.559,1.973,5.667,1.155
give,4,4.625,2.233,7.063,1.499
glacial,7,5.548,2.092,5.194,1.148
glacier,7,5.059,2.222,5.286,1.406
glad,4,5.813,2.171,7.939,1.013
glamorous,9,6.788,1.513,6.469,1.785
glamour,7,5.807,2.264,6.152,2.047
glance,6,4.6,2.059,5.733,1.209
glanced,7,4.265,2.048,5.059,0.838
glass,5,4.818,1.566,5.303,0.627
glasses,7,3.824,1.977,5.588,1.24
glasses (drinks),7,4.714,2.421,5.647,1.16
glasses (eye),7,3.333,1.589,5.5,1.595
glee,4,6.242,2.283,7.618,1.456
glimpse,7,4.382,2.072,5.606,0.983
glitter,7,5.857,2.307,6.629,1.532
gloat,5,3.613,2.043,2.323,0.929
global,6,5.576,2.118,6.286,1.465
globe,5,4.706,2.008,6.438,1.116
gloom,5,2.882,2.069,2.818,1.029
gloomy,6,2.936,1.413,2.688,0.916
glorious,8,7.057,1.655,8.371,0.796
glory,5,6.5,1.974,7.606,1.722
glove,5,4.065,1.966,5.333,0.841
gloves,6,3.235,1.573,5.529,0.977
glow,4,6.059,1.999,7.4,1.151
glowing,7,6.424,2.001,6.971,1.124
glue,4,3.147,1.353,5.257,0.84
goal,4,5.594,2.206,6.857,1.57
goat,4,3.807,2.206,5.344,0.775
goblet,6,4.657,2.137,5.03,0.834
goblin,6,4.2,2.352,3.114,1.115
god,3,4.563,2.318,5.485,1.811
goddess,7,6.229,2.205,7.8,1.369
gods,4,5.152,2.401,6.118,1.745
goggles,7,3.788,1.935,5.344,1.135
gold,4,6.471,1.913,7.429,1.573
golden,6,5.8,2.24,7.441,1.439
goldfish,8,3.438,1.903,5.719,1.231
golf,4,3.849,2.002,5.059,1.413
golfer,6,3.471,2.252,5.229,0.988
good,4,5.853,2.251,8.152,1.234
goodbye,7,3.829,2.131,3.2,1.166
goodness,8,6.344,1.593,8.281,0.874
goofy,5,4.912,2.077,5.5,1.613
goose,5,3.686,1.909,5.4,0.685
gore,4,6.161,2.245,2.719,1.505
gorge,5,4.788,1.966,4.5,1.75
gorge (canyon),5,5.406,2.289,5.118,1.182
gorge (overeat),5,4.667,2.142,2.879,1.387
gorgeous,8,7.371,1.569,8.086,1.296
gorilla,7,4.29,2.654,5.515,1.459
gossip,6,5.571,2.233,3.588,1.682
gothic,6,4.719,2.168,4.265,1.4
govern,6,4.394,1.922,4.939,1.594
government,10,3.849,2.245,3.438,1.657
grab,4,5.387,1.679,3.667,0.876
grace,5,4.686,2.339,7.324,1.622
graceful,8,5.057,2.19,7.714,1.209
grade,5,4.625,2.368,6.091,1.694
grade (mark),5,4.147,2.198,5.177,1.599
grade (slope),5,3.257,1.73,4.912,0.919
gradual,7,3.333,1.949,5.273,0.789
graduate,8,6.177,2.162,7.743,1.078
graduation,10,6.394,2.088,7.771,1.396
grain,5,3.324,1.529,5.294,0.57
grain (sand),5,3.486,2.048,5.294,0.787
grain (wheat),5,2.394,1.455,5.849,1.373
grammar,7,3.114,1.953,5.343,1.286
grampa,6,4,2.462,6.971,1.618
grandfather,11,4.177,1.947,6.844,1.439
grandma,7,3.794,2.041,7.382,1.329
grandmother,11,4.229,2.427,7.25,1.552
grandpa,7,4.031,1.862,6.742,1.48
granite,7,3.061,1.984,5.063,0.899
granny,6,3.5,2.118,7.029,1.485
grape,5,4.5,1.854,5.933,0.964
grapes,6,4.441,2.075,6,1.095
graph,5,2.853,1.647,4.969,1.132
graphic,7,4.829,2.286,4.771,1.311
grasp,5,5.235,2.21,5.088,1.337
grass,5,3.813,1.975,6,1.545
grasshopper,11,3.886,1.968,5.182,0.968
grateful,8,5.059,1.798,7.182,1.424
gratitude,9,5.429,2.208,7.853,1.061
grave,5,4.688,2.068,2.424,1.207
grave (cemetary),5,3.706,2.19,2.667,1.363
grave (serious),5,4.559,2.603,2.629,1.354
gravel,6,3.194,2.054,4.656,0.852
gravity,7,5.032,2.071,5.906,1.284
grease,6,3,1.815,3.588,1.331
great,5,6.212,1.855,8.229,0.831
greed,5,4.485,2.311,2.343,1.12
greedy,6,4.5,2.077,2.563,0.933
green,5,5.156,1.906,6.065,1.268
green (colour),5,4.588,2.031,5.886,1.19
green (environmental),5,4.394,2.229,7.114,1.72
green (naive),5,3.839,1.816,3.968,1.713
greet,5,5.265,1.737,6.882,1.132
grenade,7,5.343,2.818,2.412,1.24
grey,4,2.303,1.547,3.971,1.175
griddle,7,3.5,1.784,5.103,0.803
grief,5,4.875,2.77,1.941,0.838
grieve,6,4.059,2.566,2.2,1.687
grim,4,3.8,2.04,2.286,1.11
grime,5,3.194,2.07,2.485,1.184
grin,4,5.829,2.36,7.147,1.191
grind,5,4.771,2.38,4.121,1.61
gripe,5,3.966,1.829,3.5,1.476
groom,5,4.719,2.362,6.294,1.618
groom (bride),5,5.583,2.302,7,1.667
groom (look after),5,5,2.132,7,1.244
gross,5,3.706,2.383,2.706,1.151
grotesque,9,5.313,2.755,1.818,1.029
ground,6,3.061,1.74,5.419,0.976
grow,4,5.484,1.542,6.938,1.116
growl,5,5.371,2.294,3.206,0.867
guard,5,5.273,1.675,5,1.749
guest,5,4.938,1.456,5.758,1.102
guide,5,4.182,1.8,6.235,1.165
guided,6,4.088,1.652,6.412,1.032
guilt,5,4.625,2.355,2.294,1.177
guilty,6,5.563,2.657,2.294,1.226
guitar,6,5.548,1.864,6.548,1.24
gullet,6,3.654,2.074,4.269,1.533
gullible,8,3.849,1.794,3.188,1.014
gun,3,5.571,2.739,2.8,2.135
gym,3,5.212,2.332,5.433,2.061
gymnast,7,5.471,1.851,5.714,1.11
gymnastics,10,5.406,2.029,6.229,1.333
habit,5,3.438,1.713,4.712,1.138
habit (nun),5,3.281,1.972,4.667,1.407
habit (smoking),5,3.697,2.418,2.061,1.099
habituate,9,3.483,1.567,5.067,0.998
hackney,7,3.75,2.132,4.897,1.47
hair,4,4.938,1.731,5.688,1.13
hairdryer,9,3.206,1.623,5.235,0.842
half,4,3.629,1.853,4.657,1.04
hall,4,2.867,1.335,5.103,0.547
hallucination,13,5.059,2.287,3.706,1.466
hallway,7,2.4,1.534,5.118,0.993
ham,3,3.636,2.32,5.257,1.499
hamlet,6,4.097,2.146,5.242,0.954
hammer,6,4.829,2.324,4.629,1.221
hammered,8,5.546,2.162,3.938,1.345
hammered (drunk),8,5.829,2.396,3.765,2.045
hammered (nail),8,4.457,2.359,4.412,1.216
hammock,7,4.152,2.19,5.758,1.207
hamster,7,3.5,2.317,5.912,1.121
hand,4,3.794,2.111,5.829,1.32
handbag,7,4.485,2.091,5.727,1.399
handful,7,4.353,2.154,5.147,1.498
handicapped,11,3.882,2.22,3.057,1.413
handkerchief,12,3.031,1.667,5.094,1.182
handle,6,3.412,1.784,5.303,1
handler,7,3.546,1.559,4.765,1.307
hands,5,5.258,1.983,6.032,1.231
handsome,8,6.914,1.857,7.657,1.094
handy,5,4.697,1.915,6.849,1.158
hang,4,4.212,2.071,3.939,1.369
hanged,6,5.152,2.787,1.8,0.855
hankering,9,4.267,1.965,4.516,1.267
hanky,5,3.177,1.653,4.758,1.207
haphazard,9,4.586,2.252,2.931,1.112
happily,7,6.771,2.099,8.235,1.002
happiness,9,6.97,1.784,8.571,0.728
happy,5,6.938,1.767,8.242,1.207
harbour,7,3.118,1.827,5.5,1.091
hard,4,5,1.904,3.727,1.052
hard (not easy),4,4.257,2.247,3.229,1.267
hard (not soft),4,5.121,1.903,4.294,1.466
hardship,8,4.303,2.263,2.061,1.594
harm,4,4.813,2.068,1.794,0.963
harmful,7,4.765,2.34,2.257,1.273
harmonica,9,4.088,2.092,6.059,1.187
harmony,7,5.406,1.982,7.849,1.104
harness,7,5.313,1.722,5.031,1.879
harp,4,4.716,2.115,6.182,1.242
harp (instrument),4,4.061,2.173,6.114,1.09
harp (pick on),4,4.849,2.162,4.606,2.044
harpsichord,11,5.391,2.241,5.818,1.266
harsh,5,4.857,2.206,2.543,1.203
harvest,7,4.933,2.128,6.531,1.145
hat,3,3.156,1.986,5.455,1.104
hatch,5,3.882,2.069,5.118,0.832
hate,4,5.147,2.892,1.618,1.306
hatred,6,5.727,2.514,1.781,1.111
have,4,4.438,2.263,6.059,1.371
haven,5,4.941,2.711,7.771,1.123
hawk,4,5.576,1.776,5.344,1.513
hawk (bird),4,5.5,2.047,5.235,1.307
hawk (sell),4,4.031,2.023,4.7,1.394
hay,3,2.758,1.558,5.273,0.827
hazard,6,5.206,1.952,2.5,1.091
haze,4,4.147,2.017,4.265,1.461
head,4,4.343,2.11,5.971,1.272
head (body),4,4.824,1.977,5.912,1.172
head (leader),4,5.235,1.956,6.657,1.548
head (semen),4,5.788,2.293,5.129,1.519
headache,8,3.257,2.005,2.571,0.994
headlights,10,3.424,1.892,5.406,1.389
headphones,10,5,2.165,6.118,1.409
headquarters,12,4.844,2.181,5.486,1.402
heal,4,4.088,2.466,7.647,1.473
health,6,5.406,2.044,7.394,1.556
healthy,7,5.743,2.102,8.088,1.011
hear,4,4.375,1.746,6.088,1.502
heard,5,4.1,2.071,5.438,1.248
hearing,7,4.636,1.473,6.485,1.329
hearing (court),7,3.571,2.032,3.486,1.461
hearing (ear),7,4.606,1.841,6.382,1.329
heart,5,6.258,1.866,7.581,1.071
hearth,6,4.035,1.829,5.967,1.224
heater,6,4.424,1.706,6.152,1.077
heaven,6,6.219,2.176,7.457,1.441
heavy,5,4.844,2.21,3.758,1.303
hedgehog,8,4.667,2.325,5.968,1.675
heel,4,3.514,2.02,5.143,1.099
heir,4,5.286,1.845,5.886,1.368
helicopter,10,5.303,2.492,5.546,1.281
hell,4,5.6,2.555,1.343,0.674
help,4,4.563,2.358,5.727,2.365
helpful,7,5.303,1.93,7.849,1.019
helpless,8,4.147,2.366,2.273,1.238
hen,3,3.455,1.924,5.559,0.847
hen (chicken),3,3.588,2.198,5.629,1.333
hen (woman),3,4.546,2.176,5.438,1.298
henchman,8,5.333,2.292,3.594,1.366
herb,4,3.882,2.259,5.6,1.101
herbal,6,4.152,2.091,5.906,1.011
herd,4,3.97,1.527,4.97,1.291
heredity,8,4.367,1.602,5.219,1.138
hernia,6,4.621,2.658,2.618,1.213
hero,4,7.171,1.576,8.286,1.002
heroin,6,5.118,2.553,2.677,2.259
heroine,7,6.212,2.858,6.088,3.062
heroism,7,6.849,1.5,7.788,1.122
herring,7,3.147,1.849,5.086,1.228
hesitant,8,3.839,1.816,3.546,1.018
hesitate,8,3.412,1.849,3.657,1.013
hesitation,10,4.25,1.803,3.294,0.859
hidden,6,4.029,2.049,4.156,1.003
hide,4,4.063,1.936,4.313,0.916
hideaway,8,4.714,2.3,4.618,1.591
hierarchy,9,5.118,2.643,3.735,1.82
high,4,5.879,2.129,6.515,1.94
highway,7,3.824,1.977,4.939,1.278
hilarious,9,7.229,1.569,8.086,1.025
hill,4,4.129,1.809,5.438,1.116
hinder,6,3.697,1.547,3.563,1.029
hint,4,4.4,1.9,5.794,1.079
hippie,6,4.967,1.816,5.167,1.529
hippo,5,4.242,2.413,5.257,1.078
hippopotamus,12,4.882,2.423,5.677,1.13
historical,10,3.714,2.224,5.514,1.556
history,7,3.849,2.298,5.818,1.381
hit,3,5.371,2.256,2.882,1.323
hit (beat on),3,4.879,2.434,2.824,1.977
hit (music),3,5.657,2.11,6.813,1.667
hobble,6,3.424,1.759,3.636,1.322
hockey,6,4.548,2.153,5.742,0.983
hog,3,3.057,1.788,4.412,1.417
hold,4,4.344,2.174,5.594,1.32
hold (grasp),4,4.765,1.926,5.294,1.072
hold (store),4,3.086,1.592,5.714,1.322
holiday,7,6.909,1.694,7.742,1.163
holidays,8,7.303,1.732,7.938,1.171
hollow,6,3.303,1.586,3.727,1.213
holy,4,4.844,2.152,5.212,1.822
home,4,5.129,2.446,7.333,1.664
homicide,8,5.8,2.806,1.529,0.915
honest,6,5.559,1.684,7.735,1.521
honesty,7,5.719,2.211,8.324,0.794
honey,5,5.206,2.069,6.455,1.395
honeycomb,9,5.4,2.073,6.657,1.603
honeymoon,9,6.424,1.97,7.781,1.243
honour,6,6.471,1.649,7.853,0.845
hood,4,3.281,1.956,4.971,0.923
hooded,6,3.97,2.355,3.912,1.442
hoof,4,3.313,1.685,5.121,0.729
hook,4,3.771,1.958,4.371,1.017
hooker,6,5.788,2.157,2.485,1.52
hooker (prostitute),6,5.438,2.207,2.606,1.391
hooker (rugby),6,3.533,2.363,5.033,0.983
hooves,6,3.686,2.148,4.97,1.114
hope,4,6.849,1.725,8,1.306
hopeful,7,6.143,1.437,7.529,1.242
horn,4,4.879,2.371,4.857,1.018
horrible,8,4.742,2.228,1.688,0.95
horrid,6,4.057,2.461,1.943,1.013
horror,6,6.212,2.171,2.625,1.672
horse,5,4.871,1.737,6.065,1.318
hospital,8,4.743,2.31,3.829,2.021
host,4,4.424,1.793,6.125,1.244
hostage,7,5.714,2.614,1.8,1.009
hostess,7,5.086,2.062,5.882,1.451
hostile,7,5.677,2.541,2.273,1.483
hotel,5,5.281,2.253,5.909,1.19
hound,5,4.229,2.071,5.029,1.253
hound (dog),5,5.152,2.231,5.333,1.551
hound (persist),5,4.727,2.192,3.265,1.578
hour,4,3.875,1.763,5.257,0.691
house,5,4.355,1.77,6.129,1.1
hover,5,4.618,1.956,5.031,1.045
hovercraft,10,5.6,2.207,5.758,1.129
hug,3,6.364,1.936,8.206,0.932
hull,4,3,1.723,5.03,0.521
human,5,5.633,1.516,6.433,1.334
humane,6,4.853,1.987,7.156,1.417
humanitarian,12,4.485,2.63,7.188,1.55
humanity,8,5.029,2.145,6.939,1.613
humble,6,4.2,2.067,6.829,1.558
humiliate,9,4.455,2.84,1.71,0.85
humiliated,10,3.853,2.427,1.912,1.039
humiliation,11,4.97,2.552,2.086,1.105
hummingbird,11,4.382,2.521,6.559,1.557
humorous,8,6.875,1.709,8.061,0.919
humour,6,6.8,1.618,8,0.894
hurdle,6,4.546,1.777,4.229,1.197
hurricane,9,6.344,2.419,2.441,1.288
hurry,5,5.206,2.153,3.853,0.879
hurt,4,4.647,2.484,2.229,1.071
husband,7,5.588,2.251,6.677,1.344
hush,4,3.529,1.736,4.629,0.959
hydrant,7,3.576,1.577,5.029,0.774
hymn,4,3,2.23,5.088,1.292
hypothesis,10,4,2.366,5.514,1.317
ice,3,5.212,2.1,4.313,1.333
iceberg,7,5.029,2.249,4.382,1.138
icing,5,5.281,2.183,6.097,1.254
idea,4,5.912,2.369,7.559,0.976
ideal,5,5.824,1.757,7.387,1.312
identity,8,5.531,1.581,6.182,1.466
idiot,5,4.344,2.495,2.486,1.339
idiotic,7,4.824,2.216,2.556,1.257
idle,4,3.219,1.964,3.387,1.155
idol,4,5.767,1.453,6.281,1.625
igloo,5,4.781,2.522,5.788,1.493
ignorant,8,4.656,2.202,2.125,0.857
ignore,6,3.677,1.89,2.765,1.086
ill,3,3.879,2.384,2.147,1.004
illness,7,3.469,2.398,2.281,1.441
illusion,8,6,1.773,4.743,1.227
illustration,12,4.546,2.046,6.029,1.043
image,5,4.788,1.513,5.485,0.744
imagination,11,7.314,1.489,7.853,0.944
imaginative,11,6.824,1.917,7.529,1.613
imagine,7,7.059,2.127,7.657,1.241
imam,4,3.857,2.1,4.444,1.461
immature,8,3.857,2.002,3.057,1.53
immense,7,6.75,2.136,7,1.503
immoral,7,4.029,2.36,2.235,1.573
immune,6,4.094,2.052,6.853,1.611
immunity,8,4.571,2.406,6.485,1.725
impact,6,5.516,2.168,4.688,1.31
impair,6,3.618,1.749,2.758,1.207
impaired,8,3.531,1.695,2.406,0.931
import,6,3.469,1.677,5.088,1.067
important,9,5.936,1.722,6.438,1.54
imported,8,3.818,1.678,5.121,1.273
impose,6,4.75,1.82,3.129,0.87
imposing,8,4.912,2.215,2.853,1.033
impossible,10,4.086,2.729,2.171,1.32
impotent,8,3.724,1.91,3.138,1.502
impress,7,6.143,1.641,7.147,1.141
impression,10,4.909,1.676,5.571,1.129
impressionism,13,4.345,2.263,5.71,1.275
impressive,10,7.171,1.253,7.857,1.125
impropriety,11,3.962,2.441,3.2,1.523
improve,7,5.429,1.871,6.941,1.494
improvement,11,5.829,1.748,7.647,1.054
impulse,7,6.636,1.63,5.546,1.616
impulsive,9,7.394,1.278,4.886,1.737
inane,5,3.522,1.741,3.556,1.37
incentive,9,6.188,1.911,7,1.218
incest,6,3.849,2.765,1.441,0.735
inch,4,3.677,2.179,5.171,0.81
incident,8,4.719,2.577,3.636,1.592
incompetent,11,3.441,2.003,2.353,1.258
incredible,10,7.758,1.28,8.344,0.852
indentify,9,4.143,1.747,5.226,1.288
independence,12,7.469,1.52,8.03,0.969
independent,11,6.939,1.922,7.697,1.167
index,5,3.156,1.822,4.807,1.119
indifferent,11,2.824,1.543,4.314,1.008
indoor,6,3.882,1.745,5.242,0.922
induce,6,5.152,2.337,4.647,1.432
industrial,10,3.849,2.258,4.455,1.373
industry,8,3.886,1.953,4.6,1.458
inebriated,10,4.033,2.442,3.148,1.736
inefficient,11,3.086,1.948,2.771,1.354
infant,6,4.333,2.482,6.636,1.534
infatuation,11,6.355,2.118,5.323,2.22
infect,6,4.469,2.345,2.406,0.861
infection,9,4.471,2.239,1.971,1.207
infectious,10,5.879,2.508,2.618,1.663
inferior,8,3.546,2.324,2.455,1.653
infinite,8,5.618,2.635,6.382,1.495
infinity,8,6.571,2.394,7,1.68
infirm,6,3.846,1.703,3.846,1.486
infirmary,9,4.875,1.883,4.625,1.98
inflame,7,5.353,2.195,3.886,1.753
infringe,8,4.094,1.774,3.636,0.979
ingratitude,11,4,1.907,2.156,1.202
inhabitant,10,3.912,1.616,5.371,0.796
injury,6,5.091,2.34,2.394,1.254
ink,3,4.161,1.851,5.355,1.094
inkling,7,4.303,2.052,5.636,1.01
inn,3,3.286,2.008,5.818,1.029
innate,6,4.364,1.839,5,1.095
innocent,8,4.559,2.239,7.314,1.26
input,5,4.759,1.959,5.967,1.169
insane,6,5.444,2.793,2.457,1.556
insanity,8,6.219,2.472,2.303,1.586
insect,6,3.647,1.998,4.091,1.64
insecticide,11,3.758,2.387,3.061,1.229
insecure,8,3.909,2.275,2.333,1.119
insecurity,10,3.629,2.166,2.441,1.09
insincere,9,4.906,1.792,2.355,1.064
insolent,8,4.679,1.872,2.933,1.237
inspect,7,4.171,1.859,5.343,1.094
inspection,10,4.912,2.147,3.971,1.224
inspector,9,4.647,2.7,4.735,1.379
inspiration,11,7.735,1.146,7.971,0.985
inspire,7,7.645,0.9,8.212,0.879
inspired,8,6.438,1.886,7.879,1.148
install,7,4,2.166,5.333,0.804
installed,9,3.943,1.866,5.857,1.334
instance,8,3.375,2.176,5.485,1.048
instant,7,5.355,2.178,6.161,1.483
instinct,8,5.686,2.067,6.714,1.278
institution,11,3.727,1.958,4.371,1.914
instructor,10,4.969,1.794,6.061,1.013
instrument,10,4.818,2.249,6.2,1.41
insufficient,12,3.156,1.716,2.97,0.87
insult,6,5.143,2.257,2.576,1.232
insulting,9,5.242,2.4,2.343,0.955
insurance,9,3.576,1.724,5.121,1.996
intellect,9,6.303,1.605,7.324,0.992
intellectual,12,6.743,2.102,7.882,1.132
intelligence,12,6.636,2.267,8,1.328
intelligent,11,6.559,1.594,7.971,1.175
intend,6,3.828,1.662,5.455,0.856
intense,7,7.029,2.035,5.5,1.577
intercontinental,16,5.353,1.969,5.647,1.391
intercourse,11,7.636,1.473,7.152,1.417
interest,8,5.886,2.053,7.029,1.108
interest (attention),8,6.286,2.224,7.294,1.226
interest (monetary),8,4.061,1.953,5.364,1.772
interesting,11,6.971,1.689,7.829,0.91
interim,7,3.074,1.514,4.741,0.644
interview,9,4.849,2.217,4.909,1.747
intimate,8,6.588,2.251,7.206,1.389
introduce,9,5.563,1.694,6.543,1.024
introduction,12,4.091,1.64,5.455,0.988
intruder,8,4.735,2.477,2,1.188
invader,7,5.647,2.6,2.697,1.114
inventor,8,5.807,1.512,7.156,1.202
invest,6,4.824,2.162,6.371,0.897
investigation,13,5.219,1.745,4.235,1.139
investment,10,4.471,2.392,6.324,1.408
invoice,7,3.294,1.948,4.424,1.156
iron,4,3.265,1.836,4.971,1.276
iron (metal),4,3.1,2.119,5.167,1.036
iron (press),4,2.912,1.634,4.857,0.96
ironing,7,2.219,1.408,4.343,1.567
irony,5,4.242,2.132,4.647,1.026
irresistible,12,7.485,1.131,7.546,1.281
irritate,8,4.914,2.335,2.743,1.421
irritating,10,5.258,2.527,2.344,0.922
irritation,10,5.194,2.039,2.581,0.872
island,6,5.438,2.277,6.485,1.48
islander,8,4.412,2.184,5.469,1.145
isle,4,3.303,1.834,5.559,1.168
issue,5,4.206,2.083,3.677,1.277
issue (distribute),5,3.714,1.83,5.6,1.418
issue (topic),5,4.849,1.743,4.879,0.913
itchy,5,5.531,2.121,3.03,0.969
item,4,3.212,2.011,5.143,0.93
ivory,5,4.581,1.828,4.774,1.698
jackal,6,4.6,2.23,4.219,1.111
jacket,6,4.412,1.665,5.343,0.893
jacuzzi,7,6.286,1.891,6.714,1.185
jaguar,6,6.5,2.179,5.909,1.138
jail,4,5.829,1.993,1.941,1.305
jailer,6,3.879,2.056,2.909,1.357
jam,3,3.576,2.031,5.531,1.118
jam (preserve),3,3.576,2.189,5.912,1.147
jam (traffic),3,4.286,2.211,3.057,1.413
jargon,6,3.742,2.14,3.774,1.385
jazz,4,5.813,2.214,6.5,1.369
jealous,7,5.529,2.416,2.294,0.925
jealousy,8,5.529,2.535,2.2,1.064
jeans,5,4.818,1.992,5.406,0.785
jeep,4,4.308,2.112,5.413,1.108
jelly,5,5.088,2.381,6.273,1.023
jellyfish,9,5.212,2.056,4.353,1.713
jeopardy,8,6.063,1.819,2.686,1.563
jet,3,5.636,1.856,5.563,1.171
jewel,5,6.5,1.929,7.143,1.552
jewellery,9,5.5,1.984,6.364,1.367
jewels,6,5.743,2.59,6.914,1.442
jigsaw,6,3.323,1.941,5.548,1.187
job,3,4.941,1.939,6.177,1.723
jockey,6,3.909,2.221,5.429,1.022
jog,3,4.438,2.263,6.121,1.174
jogging,7,4.813,2.284,6.242,1.074
joiner,6,3.121,1.822,5.364,1.096
joint,5,5,1.837,5.355,1.404
joint (elbow),5,3.424,1.577,5.029,0.878
joint (meat),5,4.697,2.195,5.424,1.67
joke,4,6.765,1.113,7.706,1.016
jolly,5,5.886,1.909,7.765,1.165
journal,7,4.182,1.914,5.618,0.728
joy,3,6.941,1.798,8.061,1.071
joyful,6,6.333,1.682,7.971,0.891
jubilant,8,7.156,2.093,7.645,1.284
judge,5,4.6,1.839,3.514,1.556
judge (courtroom),5,4.969,2.456,4.818,1.566
judge (evaluate),5,5.088,1.805,4.559,1.575
jug,3,3.794,2.055,4.97,1.029
juggle,6,4.939,1.391,5.625,1.452
juggler,7,3.879,2.041,5.697,1.359
jumble,6,3.889,1.792,3.75,1.064
jumper,6,4.097,1.957,5.533,1.204
jumper (athlete),6,5.353,1.877,5.909,1.215
jumper (sweater),6,3.636,1.997,6,1.014
jungle,6,5.788,2.129,5.563,0.998
junk,4,3.242,1.923,2.735,1.12
jury,4,4.606,2.215,4.618,1.372
justice,7,6.143,1.743,7.514,1.5
justify,7,4.147,1.817,5.375,1.139
kangaroo,8,5.844,2.138,6.438,1.499
keen,4,5.909,1.401,6.903,1.058
