sentence,Valence,Arousal
"I'll have a little, I think.",3.0,3.5
"I'll have some myself, I think.",3.0,3.0
I'll have to make money and support us.,3.5,4.0
"I'll have to, uh, I'll have to get myself a new tux.  My, uh, the old one is a little worn and dirty.  That's awesome.  Where are you guys going to have it?",4.0,3.5
I'll leave.  I'll get married and move somewhere else maybe New York.,3.0,3.3333
I'll make her pay for that.  I hear she's like totally wealthy. She's like royalty- --or something like and- --whatever like removed or something but yeah.,3.5,4.5
I'll miss you too.,3.0,2.0
"I'll miss you, baby.",2.0,3.0
I'll need it.,2.0,2.5
I'll never forget his face.,4.0,4.0
I'll never forgive you for that.,4.5,3.0
I'll never forgive you for waiting so long.  All I did was sit around and wonder if I was crazy for thinking about you.,4.5,3.0
I'll never forgive you.  Why did you wait all these years?  All I've done is sit and wonder if I was crazy for thinking of you.,4.5,4.0
I'll never forgive you.  Why did you wait all these years?  All I've done is sit around and wonder if I was crazy for thinking of you.,3.0,4.0
"I'll never forgive you.  Why did you wait all these years?  I mean, all I did was sit and wonder if I was crazy for thinking of you.",4.5,4.5
I'll never forgive you.  Why did you wait so long?  All this time I've been wondering if I was a fool for thinking of you!,4.0,4.0
I'll never forgive you.  Why did you wait so long?  All this time I've sat around wondering if I was crazy for thinking of you.,5.0,4.0
I'll send you a letter every single day.,3.5,2.5
I'll send you lots of letters.,2.5,1.5
I'll send you lots of pictures.,4.0,3.0
I'll stay in town.,4.5,3.0
I'll take that in consideration.  Alright.,3.5,3.0
I'll tell them I'm sick and that you can't leave something.,1.5,3.5
I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.,3.0,3.0
I'm a monster in bed.,4.5,3.5
"I'm a real person, yes.",4.0,3.0
I'm all right.,4.0,2.0
"I'm already calm. Okay, I'm calm. I'm calm.",2.0,3.5
I'm asking you if this is direct flight from Baltimore to LAX or if you have to stop--,3.5,2.0
I'm beginning to think this might be the right spot after all.,3.5,1.5
I'm beginning to think you might be right.  I think this may be the spot after all.  Augie I'm sorry.,4.0,3.0
I'm beginning to think you might be right.  I think this might be the spot after all.,4.0,2.0
"I'm being very straight with you, ma'am.  There is nothing I can do for you.  You need to stand in line two A.",2.0,4.0
I'm bored of this conversation.,2.0,2.5
I'm bored with this conversation.,2.25,2.75
I'm cold.,2.3125,2.125
I'm doing the best I can.,2.1666666666666665,2.75
I'm done.  I can't honey.,1.5,3.0
I'm embarrassing you and I didn't want to tell it to you here.  I wanted some place we'd never been before.  A place where we'd be brand new to each other.,4.0,4.0
I'm embarrassing you.  I didn't want to tell it to you here.  I,2.5,3.5
I'm embarrassing you.  I didn't want to tell you this here.  I wanted to drive someplace brand new where we'd be brand new to each other.  It feels wrong here don't you?,3.5,4.0
"I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere that would be brand-new to each other. It feels wrong here, don't you? This yard and this chair.",3.0,3.0
"I'm finding a way to make it work.  And I will go wherever you go.  Whatever I have to do, I will make this work.",2.0,4.5
I'm fine.,3.0,2.5
I'm freaking----typing sixty words a minute.,3.0,2.5
I'm getting a little weak in the knees.,4.0,3.0
I'm getting married.,4.5,3.0
I'm getting very bored with this conversation.,2.0,2.5
I'm glad you did.,4.5,4.5
I'm going to San Diego tomorrow to stay with my family.  What do I need hotel lodging for hmmm?  Can you tell me that?,1.5,2.5
I'm going to U.S.C.. Yeah.,4.0,3.5
I'm going to ask her to marry me.,3.0,2.5277833333333333
"I'm going to be fine too, okay?",2.5,3.0
I'm going to come back.  I need you to believe that.,2.0,2.5
"I'm going to get very upset.  Like, I mean, I'm- I'm upset right now but I'm going to get really upset if you- if you don't do the check thing.",3.0,3.5
I'm going to have a mustache...On the force...,4.0,3.0
I'm going to make a fortune for you.,4.0,2.5
I'm going to marry a blue blood. [LAUGHTER],4.5,3.5
I'm going to miss their first words.,1.0,4.0
"I'm going to miss you too; I don't know what I'm going to do here without you. It's going to be so lonely, and so hard.",1.5,2.5
I'm going to need it again.  I need to look at your file.  If you want me to look at your file--,2.0,3.0
I'm going to need to go overseas for a while.,1.5,2.0
I'm going to.,2.6667,3.0
I'm gonna ask her to marry me.,3.0,2.75
"I'm gonna be in Bagdad, just doing security.",2.0,3.0
I'm gonna forget him.,1.3333,3.3333
I'm gonna- I'm gonna bring security over and have them escort you out.,1.5,4.0
I'm growing quite tired and bored of this conversation.,2.0,2.5
"I'm guessing, you know it's like I I checked it out.  And, like, they have a decent history program.",3.5,3.0
I'm here to get an ID.,2.0,3.5
"I'm invited, right.",4.0,3.5
I'm just -- I'm watching your back.,4.0,4.0
I'm just applying for another ID.,2.5,3.0
I'm just mad.,2.5,2.5
I'm just not.,2.2142857142857144,2.5714285714285716
"I'm just not. I mean, I'm sorry, it just-they're still fish to me.",1.5,3.5
I'm just saying,2.0,2.5
I'm just saying I have a friend that got a good job on it so I was just recommending it.,3.0,3.0
I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No.,2.5,3.0
I'm just saying that maybe you should take in some information before you produce more of your own.,3.0,3.0
I'm just saying that--,2.0,3.0
I'm just saying you don't need to talk to me like I-,2.5,2.0
I'm just saying.,2.26666,3.1666800000000004
I'm just so excited to start my life.,4.0,2.5
I'm just so scared to start over I mean.  I put so much time and energy into being here.,2.0,2.0
I'm just so tired all the time.,2.5,1.5
I'm just trying to think of another way.  I'm just trying to...,2.0,3.0
I'm just worried.,2.5,2.0
I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.,2.0,4.5
"I'm looking forward to getting there. I mean, God, the campus is cool, you know it's like all just very confined I mean just you know it's a college campus you know it's like",4.0,4.0
I'm looking forward to it.,3.5,3.0
I'm more than happy to not argue about it.  I will give you your fifty dollar certificate.,3.0,2.5
I'm not a child.,2.0,2.5
I'm not always right I'm just--,2.0,3.5
I'm not choosing. I'm not-,2.0,4.0
I'm not cut to be a receptionist.,2.5,2.5
I'm not frustrated.,2.0,3.5
"I'm not getting a -- well, you wait in this line and not get an attitude.",2.0,4.0
I'm not going anywhere.  I'm staying right here.,1.5,3.5
I'm not going to make fun of you.,4.0,3.5
I'm not going to stay here and wait.,1.5,2.0
I'm not going to stay more than a year.  I've  agreed to a year,2.5,2.0
I'm not in the least bit drunk.,1.75,3.25
I'm not in the least drunk.,2.0,3.5
I'm not leaving this line until I get my new I.D.  That's as simple as it is.  I'm not leaving this line until I get my new I.D.,1.5,4.5
"I'm not like this all the time.  I mean, I don't -- I'm just frustrated right now, all right.  I just want to do --",2.0,3.5
"I'm not okay with it, but I don't-- it's not like I have a choice.  I don't see what crying about it is going to fix.",2.0,3.5
"I'm not saying that you're stupid, ma'am.  I think you just said that you were stupid.",2.0,3.0
"I'm not sorry, no. But I'm...I can't stay.",3.0,1.3333
I'm not starting over again.  No I have done this five times.  I am not starting over again.,2.0,4.5
I'm not sure where it is.  We can absolutely keep an eye out for for it for you.,2.5,3.5
I'm not the least bit drunk.,2.0,3.5
"I'm not the only one, look at all these people.",3.0,3.3333
I'm not the only one.  Look at all these people.,2.6667,3.0
I'm not the only one.  Look at these people.,2.0,3.0
I'm not thinking about just me; I'm thinking about our child.,1.5,2.5
I'm not.,2.0,2.5
I'm perfectly calm.,3.0,2.5
I'm positive.  They came from like another state.,3.0,3.5
"I'm really excited.  Yeah. I don't know how I'm going to pay for anything, but... I also- Yeah.  Loans, too, yeah. I applied, though, for a bunch of grants and scholarships so I'm still waiting to hear on that.",4.0,4.0
I'm really good at what I do.  I just don't know how to make someone else see that.,1.0,4.0
I'm really good at what I do.  I'm smart.  I'm trained.  I have the education.  I'm talented.  I cannot-,1.5,4.5
I'm really sorry ma'am.  There's not----a lot we can do for it.,2.5,2.5
I'm really sorry to tell you this but...,2.0,4.0
I'm scared.,1.5,2.5
I'm sick of being strong-- --for us.,1.5,2.5
I'm smarter than half the people I work for.,2.5,3.0
I'm so close.  Five more years and I retire-,2.0,3.0
I'm so excited for you. That's great. I'm so-,4.0,3.5
I'm so excited.,5.0,4.5
I'm so excited.  It's going to be great.,4.5,4.0
"I'm so excited. Yeah, I thought I was going to go to Boston, but then--",4.0,2.0
I'm so happy.,5.0,4.5
"I'm so nervous you know, I'm-",4.0,4.5
I'm so sorry.,2.0,2.3333333333333335
"I'm so stupid, I should've brought a six-pack.  God, I'm like a little kid.  It's amazing I get out of the house with my fly zipped up. Oh- [LAUGHTER]",4.5,4.0
I'm so stupid. I'm like a little kid. I-it's amazing I get out of the house with my fly zipped. Oh- [LAUGHTER].,4.5,4.5
I'm so- all the blood,4.0,3.0
I'm sorry I don't really have much of an imagination.,3.5,2.5
"I'm sorry I'm embarrassing you, aren't I?  See, I didn't want to do it here I didn't on this porch, with this ring--I didn't want to win you away from anything.",3.5,3.5
I'm sorry but it's still just fish to me.,2.0,3.5
I'm sorry it has to do with an electrical power outage and stuff--,2.0,3.0
I'm sorry it still just fish to me.,2.5,3.5
"I'm sorry ma'am, what can I help you with?",3.0,2.0
I'm sorry ma'am.  What's the nature of your problem?  But first can I get you to tell me your first and last name?,2.5,3.5
